session,method,gender,emotion,n_annotators,agreement,path,label,filename,text
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav, about what?
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav," The flashlight, the silver one. There's only one, isn't it?"
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav, 그래서��
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav," Oh, well, yeah, of course."
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav, No.
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav," Of course, our flashlight, George's mind, me flashlight, it's too flashlight."
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav," Do they always run during a full moon? They don't member, was it full?"
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav, Huh? Are you cold? Do you want my jacket? No shit about the blanket. Our blanket?
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav," Oh, you know, I should have brought a six pack too, a six pack. That'd be just a ticket right about now, huh?"
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav, Right!
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M021.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M021.wav," Wait, that's my point too."
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M023.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M023.wav, Why not?
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M024.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M024.wav," I think this is like a natural phenomenon. I mean, people in Kansas would have to get plane reservations and get hotel rooms to see this. It's just 40 minutes away for us. It's too good to pass up."
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M025.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M025.wav," Yeah, but just this moment on the beach is like the highlighted their little lives. All that flopping around is like laying eggs or what to do. Spawning or mating or whatever."
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M026.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M026.wav, This is a big night for these little guys. It's like life's last orgy
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M029.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M029.wav, There's like mystery here. There's magic. It's like a little bit of the unexplainable. I just can't see how you're not interested.
1,script,F,sur,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M030.wav,surprise,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M030.wav, It's real.
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M031.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M031.wav," Hmm, kind of get it. You know the first time we came here? You said it was the best night of your life."
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav," And last year, I remember distinctive that you said you were so excited to get here that you don't remember that you stubbed your toe into the car."
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M033.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M033.wav," Ah, we weren't in a good spot."
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav, We just wanted a good spot. I'm telling you this is a much better spot. I got instincts for these things
1,script,F,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M036.wav,happy,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M036.wav," God, this is great. I mean, think about this. Okay, I know you're not interested, but just think about this."
1,script,F,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M043.wav,happy,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M043.wav," Also, what do you think?"
1,script,F,hap,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M044.wav,happy,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M044.wav, But I'll never run a second!
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav," What Craigslist? Oh, all the internet thing?"
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav," I don't know, that's all like escort services and things like that."
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav, He just...
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav, You know what? I heard about that job. I applied for that.
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav, Yeah.
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav," I just, I mean I call people up and I tell them what I'm good at."
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav, done yeah.
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav,angry,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav, I'm not frustrated.
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav,angry,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav, Who do you think you are?
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav,angry,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav," You're so high in mind, I just..."
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav,angry,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav, I'm saving the environment. I'm reading this car because I want to
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav,angry,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav, The bus I'm writing the bus because I want to
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav,angry,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav," I cannot, you are not here by choice. Nobody would write this bus by choice."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav, Have you tried Craigslist?
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav, Yeah.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav," No, there's regular jobs on it."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav, I'm just saying I have a friend that got a good job on its house. It's recommending it.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav," Um, he's like a manager for a theater."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav," It's like a house manager. Yeah, it's a good job."
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav, We do.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav, Yeah.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav," You've been looking for a job for a long time, and that's a long time ago, right?"
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav, Oh
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav," I don't know, you have really good resume, I guess."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav," Yeah, do you have a rest of me?"
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav, You kind of hope for when getting a job.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav, Well then maybe we should sit down sometime and you can just tell me all the stuff that you've done and I'll write it out.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav," No, you can't worry, you can just bring it in person, but they need generally something to see you know kind of work You've done what kind of call that?"
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav," Yeah, but the piece of paper helps too."
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav," No, but it has an outline."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav," I know. Okay. Well um... This is very interesting. You know, I had this..."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav, Yeah. You're not first.
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav," Okay, yeah, I would imagine."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav," Well, sometimes you have to do things you don't necessarily like to do to have a job, but the job before you, you know, money, you wouldn't have to be taking the bus right now."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav, Maybe get a car.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav, I think you should try a little harder.
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav, I didn't say that.
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav," I am running the bus, but by choice."
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav," to save the environment, purple."
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav," Yes, one less car at a time."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav, Mm-hmm.
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav, I don't think I'm getting fun.
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,neutral,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav, It hurts!
1,script,M,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F001.wav,surprise,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F001.wav, When?
1,script,M,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F002.wav,surprise,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F002.wav, How could he see it? I was the first one up. He was still in bed.
1,script,M,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F003.wav,surprise,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F003.wav, What was you doing here for the morning?
1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav,sad,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav, to talk to him.
1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav,sad,/Users/krazmic/.cache/kagglehub/datasets/dejolilandry/iemocapfullrelease/versions/1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav, You cried hard.
